충전소ID,충전소명,충전기ID,충전기명,충전기용량(kw)
60,남대구지사,1037,완속04,7
60,남대구지사,1038,완속05,7
60,남대구지사,1039,완속06,7
60,남대구지사,1723,완속07,7
60,남대구지사,179,완속01,7
60,남대구지사,415,급속01,50
60,남대구지사,416,완속02,7
60,남대구지사,783,급속02,50
600,송도더샵그린워크3차17블럭,1969,급속01,50
600,송도더샵그린워크3차17블럭,1970,완속01,7
600,송도더샵그린워크3차17블럭,1971,완속02,7
601,송도풍림3단지아파트,1972,급속01,50
601,송도풍림3단지아파트,1973,완속01,7
601,송도풍림3단지아파트,1974,완속02,7
602,관곡마을 성원 아파트,1975,급속01,50
602,관곡마을 성원 아파트,1976,완속01,7
602,관곡마을 성원 아파트,1977,완속02,7
603,극동대야 아파트,1978,급속01,50
603,극동대야 아파트,1979,완속01,7
604,능곡힐스테이트 아파트,1981,급속01,50
604,능곡힐스테이트 아파트,1982,완속01,7
604,능곡힐스테이트 아파트,1983,완속02,7
605,관교쌍용 아파트,1984,급속01,50
605,관교쌍용 아파트,1985,완속01,7
605,관교쌍용 아파트,1986,완속02,7
606,신흥아이파크 아파트,1987,급속01,50
606,신흥아이파크 아파트,1988,완속01,7
606,신흥아이파크 아파트,1989,완속02,7
606,신흥아이파크 아파트,1990,완속03,7
606,신흥아이파크 아파트,1991,완속04,7
607,용현엑슬루타워 아파트,1992,급속01,50
607,용현엑슬루타워 아파트,1993,완속01,7
607,용현엑슬루타워 아파트,1994,완속02,7
608,검단자이1단지 아파트,1995,급속01,50
608,검단자이1단지 아파트,1996,완속01,7
608,검단자이1단지 아파트,1997,완속02,7
609,중부발전사원 아파트,1998,급속01,50
61,대구직할(공용),1020,완속11,7
61,대구직할(공용),1021,완속12,7
61,대구직할(공용),1022,완속13,7
61,대구직할(공용),180,급속01,50
61,대구직할(공용),181,완속01,7
61,대구직할(공용),182,급속02,50
610,청라롯데캐슬 아파트,1999,급속01,50
610,청라롯데캐슬 아파트,2000,완속01,7
610,청라롯데캐슬 아파트,2001,완속02,7
610,청라롯데캐슬 아파트,2002,완속03,7
611,청라반도유보라2.0 아파트,2003,급속01,50
611,청라반도유보라2.0 아파트,2004,완속01,7
611,청라반도유보라2.0 아파트,2005,완속02,7
611,청라반도유보라2.0 아파트,2006,완속03,7
612,진천교성주공 아파트,1567,급속01,50
612,진천교성주공 아파트,2007,완속01,7
612,진천교성주공 아파트,2008,완속02,7
613,아침마을 아파트,2009,급속01,50
613,아침마을 아파트,2010,완속01,7
613,아침마을 아파트,2011,완속02,7
614,은어송3단지,2012,급속01,50
614,은어송3단지,2013,완속01,7
614,은어송3단지,2014,완속02,7
615,무지개 아파트(부여),2015,급속01,50
615,무지개 아파트(부여),2016,완속01,7
615,무지개 아파트(부여),2017,완속02,7
616,대동다숲 아파트,2018,급속01,50
616,대동다숲 아파트,2019,완속01,7
616,대동다숲 아파트,2020,완속02,7
616,대동다숲 아파트,2021,완속03,7
617,라이프타운 아파트,2022,급속01,50
617,라이프타운 아파트,2023,완속01,7
617,라이프타운 아파트,2024,완속02,7
617,라이프타운 아파트,2025,완속03,7
618,청당마을신도브래뉴 아파트,2026,급속01,50
618,청당마을신도브래뉴 아파트,2027,완속01,7
618,청당마을신도브래뉴 아파트,2028,완속02,7
618,청당마을신도브래뉴 아파트,2029,완속03,7
619,펜타포트3블럭,2030,급속01,50
619,펜타포트3블럭,2031,완속01,7
619,펜타포트3블럭,2032,완속02,7
62,동대구지사,1029,완속07,7
62,동대구지사,1030,완속08,7
62,동대구지사,1031,완속09,7
62,동대구지사,184,완속01,7
62,동대구지사,185,완속02,7
62,동대구지사,186,완속02,7
62,동대구지사,187,완속03,7
62,동대구지사,417,완속04,7
62,동대구지사,418,완속05,7
62,동대구지사,422,완속06,7
620,삼성쉐르빌 아파트,2033,급속01,50
620,삼성쉐르빌 아파트,2034,완속01,7
620,삼성쉐르빌 아파트,2035,완속02,7
621,서산롯데캐슬 아파트,2036,급속01,50
621,서산롯데캐슬 아파트,2037,완속01,7
622,노은꿈에그린1단지 아파트,2038,급속01,50
622,노은꿈에그린1단지 아파트,2039,완속01,7
623,반석마을2단지,2040,급속01,50
624,반석마을3단지,2041,급속01,50
625,송림마을3단지,2042,급속01,50
625,송림마을3단지,2043,완속01,7
625,송림마을3단지,2044,완속02,7
626,수목토 아파트,2045,급속01,50
626,수목토 아파트,2046,완속01,7
626,수목토 아파트,2047,완속02,7
626,수목토 아파트,2048,완속03,7
626,수목토 아파트,2049,완속04,7
627,어울림하트 아파트,2050,급속01,50
627,어울림하트 아파트,2051,완속01,7
628,수송아이파크 아파트,2052,급속01,50
628,수송아이파크 아파트,2053,완속01,7
628,수송아이파크 아파트,2054,완속02,7
629,상무 SK뷰,2055,급속01,50
629,상무 SK뷰,2056,완속01,7
629,상무 SK뷰,2057,완속02,7
63,포항지사,1052,완속06,7
63,포항지사,1053,완속07,7
63,포항지사,1054,완속08,7
63,포항지사,188,완속01,7
63,포항지사,189,완속02,7
63,포항지사,437,완속03,7
63,포항지사,438,완속04,7
63,포항지사,439,완속05,7
63,포항지사,786,급속01,50
630,주월3단지이지더원 아파트,2058,완속01,7
631,선운이지더원3단지,2059,급속01,50
631,선운이지더원3단지,2060,완속01,7
631,선운이지더원3단지,2061,완속02,7
632,신창동 호반6차아파트,2062,급속01,50
633,상동 우성 아파트,2063,급속01,50
634,빛가람 우미린 아파트,2064,급속01,50
634,빛가람 우미린 아파트,2065,완속01,7
635,대불금호 아파트,2066,급속01,50
635,대불금호 아파트,2067,완속01,7
635,대불금호 아파트,2068,완속02,7
635,대불금호 아파트,2069,완속03,7
636,광양중마호반리젠시빌,2070,급속01,50
636,광양중마호반리젠시빌,2071,완속01,7
636,광양중마호반리젠시빌,2072,완속02,7
636,광양중마호반리젠시빌,2073,완속03,7
637,성호2-1차 아파트,2074,급속01,50
637,성호2-1차 아파트,2075,급속02,50
638,송보파인빌6차,2076,급속01,50
639,남산그린타운 아파트,2077,급속01,50
639,남산그린타운 아파트,2078,완속01,7
64,김해지사,1088,완속06,7
64,김해지사,1089,완속01,7
64,김해지사,1090,완속02,7
64,김해지사,1091,완속03,7
64,김해지사,1092,완속04,7
64,김해지사,1093,완속05,7
64,김해지사,306,완속01,7
64,김해지사,307,완속02,7
64,김해지사,440,완속03,7
64,김해지사,441,완속04,7
64,김해지사,449,급속01,50
640,대구대현LH3단지 아파트,2079,급속01,50
640,대구대현LH3단지 아파트,2080,완속01,7
640,대구대현LH3단지 아파트,2081,완속02,7
640,대구대현LH3단지 아파트,2082,완속03,7
641,대현e편한세상 아파트,2083,급속01,50
641,대현e편한세상 아파트,2084,완속01,7
643,두류보성맨션 아파트,2089,완속01,7
643,두류보성맨션 아파트,2090,완속02,7
644,본리롯데캐슬 아파트,2091,급속01,50
644,본리롯데캐슬 아파트,2092,완속01,7
645,월드마크웨스트엔드 아파트,2093,급속01,50
645,월드마크웨스트엔드 아파트,2094,완속01,7
645,월드마크웨스트엔드 아파트,2095,완속02,7
645,월드마크웨스트엔드 아파트,2096,완속03,7
646,경주푸르지오 아파트,2097,급속01,50
646,경주푸르지오 아파트,2098,완속01,7
646,경주푸르지오 아파트,2099,완속02,7
647,브라운스톤태화2단지 아파트,2100,완속01,7
648,안동송현이안 아파트,2101,급속01,50
648,안동송현이안 아파트,2102,완속01,7
648,안동송현이안 아파트,2103,완속02,7
648,안동송현이안 아파트,2104,완속03,7
649,한양 아파트,2105,완속01,7
65,남부산지사,1097,완속05,7
65,남부산지사,1098,완속06,7
65,남부산지사,1724,완속07,7
65,남부산지사,190,완속01,7
65,남부산지사,191,완속02,7
65,남부산지사,442,급속01,50
65,남부산지사,443,완속03,7
65,남부산지사,444,완속04,7
650,럭키장성 아파트,2106,급속01,50
650,럭키장성 아파트,2107,완속01,7
651,환호해맞이그린빌 아파트,2108,급속01,50
653,옥계중흥S클래스 아파트,2112,급속01,50
653,옥계중흥S클래스 아파트,2113,완속01,7
653,옥계중흥S클래스 아파트,2114,완속02,7
653,옥계중흥S클래스 아파트,7510,완속03,7
653,옥계중흥S클래스 아파트,7511,완속04,7
654,임은뉴타운코오롱하늘채 아파트,2117,급속01,50
654,임은뉴타운코오롱하늘채 아파트,2118,완속01,7
654,임은뉴타운코오롱하늘채 아파트,2119,완속02,7
654,임은뉴타운코오롱하늘채 아파트,2120,완속03,7
655,푸르지오캐슬B단지 아파트,2121,급속01,50
655,푸르지오캐슬B단지 아파트,2122,완속01,7
655,푸르지오캐슬B단지 아파트,2123,완속02,7
656,달성2차청아람 아파트,2124,급속01,50
656,달성2차청아람 아파트,2125,완속01,7
656,달성2차청아람 아파트,2126,완속02,7
656,달성2차청아람 아파트,2127,완속03,7
656,달성2차청아람 아파트,2128,완속04,7
657,상인대성스카이렉스 아파트,2129,급속01,50
657,상인대성스카이렉스 아파트,2130,완속01,7
658,상인역e편한세상1단지 아파트,2131,급속01,50
658,상인역e편한세상1단지 아파트,2132,완속01,7
658,상인역e편한세상1단지 아파트,2133,완속02,7
659,상인역e편한세상2단지 아파트,2134,급속01,50
659,상인역e편한세상2단지 아파트,2135,완속01,7
659,상인역e편한세상2단지 아파트,2136,완속02,7
659,상인역e편한세상2단지 아파트,2137,완속03,7
66,동래지사,1099,완속02,7
66,동래지사,1100,완속03,7
66,동래지사,1101,완속04,7
66,동래지사,1102,완속05,7
66,동래지사,192,완속01,7
660,성서 한빛마을 아파트,2138,급속01,50
660,성서 한빛마을 아파트,2139,완속01,7
660,성서 한빛마을 아파트,2140,완속02,7
660,성서 한빛마을 아파트,2141,완속03,7
660,성서 한빛마을 아파트,2142,완속04,7
661,성서 한샘타운 아파트,2143,급속01,50
661,성서 한샘타운 아파트,2144,완속01,7
661,성서 한샘타운 아파트,2145,완속02,7
661,성서 한샘타운 아파트,2146,완속03,7
662,월배역포스코더샵 아파트,2147,급속01,50
663,월촌화성타운 아파트,2148,급속01,50
663,월촌화성타운 아파트,2149,완속01,7
663,월촌화성타운 아파트,2150,완속02,7
664,평광행복타운 아파트,2151,완속01,7
664,평광행복타운 아파트,2152,완속02,7
666,동대구유성푸르나임 아파트,2155,급속01,50
667,래미안수성 아파트,2156,급속01,50
667,래미안수성 아파트,2157,완속01,7
667,래미안수성 아파트,2158,완속02,7
668,만촌태왕리더스 아파트,2159,급속01,50
668,만촌태왕리더스 아파트,2160,완속01,7
668,만촌태왕리더스 아파트,2161,완속02,7
669,무열마을 아파트,2162,급속01,50
669,무열마을 아파트,2163,완속01,7
669,무열마을 아파트,2164,완속02,7
67,동울산지사,1111,완속03,7
67,동울산지사,12482,완속04,7
67,동울산지사,193,완속01,7
67,동울산지사,445,급속01,50
67,동울산지사,574,완속02,7
670,범어월드메르디앙웨스턴카운티 아파트,2165,급속01,50
670,범어월드메르디앙웨스턴카운티 아파트,2166,완속01,7
671,수성누리빌데시앙 아파트,2167,완속01,7
671,수성누리빌데시앙 아파트,2168,완속02,7
672,수성대백인터빌 아파트,2169,완속01,7
673,시지3차태왕하이츠 아파트,2170,완속01,7
674,시지3차신매보성타운 아파트,2171,완속01,7
674,시지3차신매보성타운 아파트,2172,완속02,7
675,시지동화아이위시 아파트,2173,급속01,50
675,시지동화아이위시 아파트,2174,완속01,7
678,서부농업기술센터,2179,급속01,50
678,서부농업기술센터,2180,급속02,50
679,제주KCTV,2181,급속01,50
679,제주KCTV,2182,급속02,50
68,부산울산직할,1081,완속08,7
68,부산울산직할,1082,완속09,7
68,부산울산직할,1083,완속10,7
68,부산울산직할,1084,완속11,7
68,부산울산직할,12481,완속14,7
68,부산울산직할,12484,완속15,7
68,부산울산직할,194,급속01,50
68,부산울산직할,195,완속12,7
68,부산울산직할,196,완속13,7
68,부산울산직할,450,완속05,7
68,부산울산직할,451,완속06,7
68,부산울산직할,462,완속07,7
68,부산울산직할,570,완속01,7
68,부산울산직할,571,완속02,7
68,부산울산직할,572,완속03,7
68,부산울산직할,573,완속04,7
680,마천동1공영주차장,2183,급속01,50
681,인창삼환.신일 아파트,2184,급속01,50
681,인창삼환.신일 아파트,2185,완속01,7
682,진건금강아파트,2186,급속01,50
682,진건금강아파트,2187,완속01,7
682,진건금강아파트,2188,완속02,7
683,진접센트레빌1단지,2189,급속01,50
683,진접센트레빌1단지,2190,완속01,7
683,진접센트레빌1단지,2191,완속02,7
683,진접센트레빌1단지,2192,완속03,7
683,진접센트레빌1단지,2193,완속04,7
684,양주자이2단지 아파트,2194,급속01,50
684,양주자이2단지 아파트,2195,완속01,7
684,양주자이2단지 아파트,2196,완속02,7
684,양주자이2단지 아파트,2197,완속03,7
685,덕정중흥S-클래스 아파트,2198,급속01,50
685,덕정중흥S-클래스 아파트,2199,완속01,7
686,동두천부영6단지 아파트,2200,급속01,50
686,동두천부영6단지 아파트,2201,완속01,7
687,가락쌍용1차 아파트,2202,급속01,50
687,가락쌍용1차 아파트,2203,급속02,50
687,가락쌍용1차 아파트,2204,완속01,7
687,가락쌍용1차 아파트,2205,완속02,7
687,가락쌍용1차 아파트,2206,완속03,7
687,가락쌍용1차 아파트,2207,완속04,7
688,가락우성2차 아파트,2208,완속01,7
689,고덕아이파크,2209,급속01,50
689,고덕아이파크,2210,완속01,7
689,고덕아이파크,2211,완속02,7
689,고덕아이파크,2212,완속03,7
69,서울산지사(공용),1113,완속03,7
69,서울산지사(공용),452,급속01,50
690,송파삼성래미안,2213,급속01,50
690,송파삼성래미안,2214,완속01,7
690,송파삼성래미안,2215,완속02,7
690,송파삼성래미안,2216,완속03,7
691,송파성원상떼빌,2217,급속01,50
691,송파성원상떼빌,2218,완속01,7
691,송파성원상떼빌,2219,완속02,7
692,송파현대힐스테이트,2220,완속01,7
693,암사라인 아파트,2221,완속01,7
694,한강현대 아파트,2222,급속01,50
694,한강현대 아파트,2223,완속01,7
694,한강현대 아파트,2224,완속02,7
695,마곡수명산파크3단지,2225,급속01,50
695,마곡수명산파크3단지,2226,완속01,7
696,마곡수명산파크5단지,2227,급속01,50
696,마곡수명산파크5단지,2228,완속01,7
696,마곡수명산파크5단지,2229,완속02,7
697,마곡수명산파크6단지,2230,급속01,50
697,마곡수명산파크6단지,2231,완속01,7
698,마곡엠밸리3단지,2233,급속01,50
698,마곡엠밸리3단지,2234,완속01,7
698,마곡엠밸리3단지,2235,완속02,7
699,마곡힐스테이트,2236,급속01,50
699,마곡힐스테이트,2237,완속01,7
699,마곡힐스테이트,2238,완속02,7
699,마곡힐스테이트,2239,완속03,7
7,(고속도로)이천휴게소 통영방향,12,급속01,50
70,영도지사,1114,완속03,7
70,영도지사,1115,완속04,7
70,영도지사,1373,급속01,50
70,영도지사,198,완속01,7
70,영도지사,457,완속02,7
700,목동트윈빌,2240,급속01,50
700,목동트윈빌,2241,완속01,7
700,목동트윈빌,2242,완속02,7
702,방화5단지 아파트,2245,급속01,50
702,방화5단지 아파트,2246,완속01,7
702,방화5단지 아파트,2247,완속02,7
702,방화5단지 아파트,2248,완속03,7
703,부영그린타운2차,2249,완속01,7
703,부영그린타운2차,2250,완속02,7
704,신월해주 아파트,2251,완속01,7
704,신월해주 아파트,2252,완속02,7
705,염창힐스테이트 아파트,2253,완속01,7
706,우당 아파트,2254,완속01,7
706,우당 아파트,2255,완속02,7
707,푸른마을2단지,2256,급속01,50
707,푸른마을2단지,2257,완속01,7
708,한사랑2차삼성 아파트,2258,급속01,50
708,한사랑2차삼성 아파트,2259,완속01,7
708,한사랑2차삼성 아파트,2260,완속02,7
709,화곡초록 아파트,2261,급속01,50
71,울산지사,1094,완속03,7
71,울산지사,1095,완속07,7
71,울산지사,1096,완속08,7
71,울산지사,12516,완속05,7
71,울산지사,12517,완속06,7
71,울산지사,199,급속01,50
71,울산지사,458,완속04,7
710,관악벽산블루밍,2262,급속01,50
710,관악벽산블루밍,2263,급속02,50
711,보라매삼성 아파트,2264,급속01,50
711,보라매삼성 아파트,2265,완속01,7
711,보라매삼성 아파트,2266,완속02,7
712,사당롯데캐슬샤인,2267,급속01,50
712,사당롯데캐슬샤인,2268,완속01,7
713,상도래미안1차 아파트,2269,급속01,50
713,상도래미안1차 아파트,2270,완속01,7
714,이수힐스테이트,2272,급속01,50
714,이수힐스테이트,2273,완속01,7
715,래미안서초7차 아파트,2276,완속01,7
715,래미안서초7차 아파트,2277,완속02,7
716,래미안서초스위트 아파트,2278,급속01,50
716,래미안서초스위트 아파트,2279,완속01,7
716,래미안서초스위트 아파트,2280,완속02,7
717,방배3차e편한세상,2281,완속01,7
717,방배3차e편한세상,2282,완속02,7
718,방배동부센트레빌 아파트,2283,완속01,7
718,방배동부센트레빌 아파트,2284,완속02,7
72,중부산지사,1103,급속02,50
72,중부산지사,1104,완속04,7
72,중부산지사,1105,완속05,7
72,중부산지사,1106,완속06,7
72,중부산지사,1107,완속07,7
72,중부산지사,202,완속01,7
72,중부산지사,459,급속01,50
72,중부산지사,460,완속02,7
72,중부산지사,461,완속03,7
720,서초경남아너스빌201동,2287,완속01,7
721,서초네이처힐1단지,2288,완속01,7
721,서초네이처힐1단지,2289,완속02,7
722,서초네이처힐6단지,2290,급속01,50
722,서초네이처힐6단지,2291,완속01,7
722,서초네이처힐6단지,2292,완속02,7
723,서초네이처힐7단지,2293,완속01,7
723,서초네이처힐7단지,2294,완속02,7
724,서초롯데캐슬84,2295,완속01,7
724,서초롯데캐슬84,2296,완속02,7
725,서초롯데캐슬프레지던트,2297,완속01,7
725,서초롯데캐슬프레지던트,2298,완속02,7
726,서초포레스타5단지,2299,급속01,50
726,서초포레스타5단지,2300,완속01,7
726,서초포레스타5단지,2301,완속02,7
726,서초포레스타5단지,2302,완속03,7
727,서초힐스 아파트,2303,급속01,50
727,서초힐스 아파트,2304,완속01,7
727,서초힐스 아파트,2305,완속02,7
727,서초힐스 아파트,2306,완속03,7
728,LH서초5단지,2307,급속01,50
728,LH서초5단지,2308,완속01,7
728,LH서초5단지,2309,완속02,7
729,고척LIG리가 아파트,2310,급속01,50
729,고척LIG리가 아파트,2311,완속01,7
729,고척LIG리가 아파트,2312,완속02,7
73,거창지사,1144,완속02,7
73,거창지사,12790,완속03,7
73,거창지사,203,완속01,7
73,거창지사,463,급속01,50
731,당산대우 아파트,2315,급속01,50
731,당산대우 아파트,2316,완속01,7
731,당산대우 아파트,2317,완속02,7
732,대림동현대3차 아파트,2318,급속01,50
732,대림동현대3차 아파트,2319,완속01,7
732,대림동현대3차 아파트,2320,완속02,7
732,대림동현대3차 아파트,2321,완속03,7
732,대림동현대3차 아파트,2322,완속04,7
733,신구로자이 아파트,2323,완속01,7
733,신구로자이 아파트,2324,완속02,7
734,신길삼성래미안,2325,급속01,50
734,신길삼성래미안,2326,완속01,7
734,신길삼성래미안,2327,완속02,7
735,오류푸르지오,2328,급속01,50
735,오류푸르지오,2329,완속01,7
736,가람아파트,2330,급속01,50
737,강남한신휴 플러스8단지,2331,완속01,7
737,강남한신휴 플러스8단지,2332,완속02,7
738,도곡대림아크로빌,2333,급속01,50
739,래미안그레이튼,2334,급속01,50
739,래미안그레이튼,2335,완속01,7
74,경남직할,1118,완속06,7
74,경남직할,1119,완속10,7
74,경남직할,1120,완속11,7
74,경남직할,1121,완속12,7
74,경남직할,1122,완속07,7
74,경남직할,1123,완속08,7
74,경남직할,1124,완속09,7
74,경남직할,1152,완속13,7
74,경남직할,204,급속01,50
74,경남직할,205,완속1,7
74,경남직할,206,완속01,7
74,경남직할,207,완속02,7
74,경남직할,575,완속03,7
74,경남직할,576,완속04,7
74,경남직할,577,완속05,7
740,래미안대치하이스턴 아파트,2336,급속01,50
740,래미안대치하이스턴 아파트,2337,완속01,7
741,삼성동 에스케이뷰 아파트,2338,완속01,7
742,샘터마을 아파트,2339,급속01,50
743,타워팰리스1차,2340,급속01,50
743,타워팰리스1차,2341,완속01,7
743,타워팰리스1차,2342,완속02,7
743,타워팰리스1차,2343,완속03,7
743,타워팰리스1차,2344,완속04,7
744,판교 알파리움2단지,2345,급속01,50
744,판교 알파리움2단지,2346,완속01,7
745,판교원마을12단지,2347,급속01,50
745,판교원마을12단지,2348,완속01,7
745,판교원마을12단지,2349,완속02,7
746,판교푸르지오월드마크,2350,완속01,7
746,판교푸르지오월드마크,2351,완속02,7
747,힐스테이트위례,2352,급속01,50
748,동원로얄듀크아파트,2353,급속01,50
749,e편한세상센트레빌 1단지,2354,급속01,50
749,e편한세상센트레빌 1단지,2356,완속02,7
749,e편한세상센트레빌 1단지,2357,완속03,7
749,e편한세상센트레빌 1단지,2359,완속01,7
75,남해지사,1150,완속02,7
75,남해지사,208,완속01,7
75,남해지사,464,급속01,50
750,e편한세상센트레빌 3단지,2355,완속01,7
750,e편한세상센트레빌 3단지,2358,급속01,50
750,e편한세상센트레빌 3단지,2360,완속02,7
750,e편한세상센트레빌 3단지,2361,완속03,7
751,e편한세상센트레빌2단지,2362,급속01,50
751,e편한세상센트레빌2단지,2363,완속01,7
751,e편한세상센트레빌2단지,2364,완속02,7
751,e편한세상센트레빌2단지,2365,완속03,7
752,망포한양수자인,2366,급속01,50
752,망포한양수자인,2367,완속01,7
752,망포한양수자인,2368,완속02,7
752,망포한양수자인,2369,완속03,7
753,매탄현대힐스테이트,2370,급속01,50
753,매탄현대힐스테이트,2371,급속02,50
754,비단마을베스트타운,2372,급속01,50
755,엘지동수원자이아파트,2373,급속01,50
755,엘지동수원자이아파트,2374,완속01,7
755,엘지동수원자이아파트,2375,완속02,7
755,엘지동수원자이아파트,2376,완속03,7
756,영통벽적골주공9단지,2377,급속01,50
757,조원주공뉴타운2단지,2378,급속01,50
757,조원주공뉴타운2단지,2379,급속02,50
757,조원주공뉴타운2단지,2380,완속01,7
757,조원주공뉴타운2단지,2381,완속02,7
757,조원주공뉴타운2단지,2382,완속03,7
757,조원주공뉴타운2단지,2383,완속04,7
757,조원주공뉴타운2단지,2384,완속05,7
758,호수공원아파트,2385,급속01,50
758,호수공원아파트,2386,급속02,50
758,호수공원아파트,2387,완속01,7
758,호수공원아파트,2388,완속02,7
758,호수공원아파트,2389,완속03,7
758,호수공원아파트,2390,완속04,7
758,호수공원아파트,2391,완속05,7
758,호수공원아파트,2392,완속06,7
759,LG신산본자이2차,2393,급속01,50
759,LG신산본자이2차,2394,완속01,7
76,내서읍사무소,211,완속01,7
76,내서읍사무소,212,완속02,7
76,내서읍사무소,6167,급속01,50
760,동편마을3단지아파트,2395,급속01,50
760,동편마을3단지아파트,2396,완속01,7
760,동편마을3단지아파트,2397,완속02,7
760,동편마을3단지아파트,2398,완속03,7
760,동편마을3단지아파트,2399,완속04,7
761,세양청마루아파트,2400,완속01,7
762,산수화아파트,2401,급속01,50
762,산수화아파트,2402,완속01,7
762,산수화아파트,2403,완속02,7
763,태산아파트,2404,급속01,50
763,태산아파트,2405,완속01,7
764,동부아파트,2406,급속01,50
764,동부아파트,2407,완속01,7
764,동부아파트,2408,완속02,7
764,동부아파트,2409,완속03,7
765,시범예미지아파트,2410,급속01,50
765,시범예미지아파트,2411,완속01,7
766,신성미소지움2차아파트,2412,급속01,50
766,신성미소지움2차아파트,2413,완속01,7
766,신성미소지움2차아파트,2414,완속02,7
767,오산세교꿈에그린13,2415,급속01,50
767,오산세교꿈에그린13,2416,완속01,7
767,오산세교꿈에그린13,2417,완속02,7
768,오산운암주공1단지 주공아파트,2418,급속01,50
768,오산운암주공1단지 주공아파트,2419,급속02,50
768,오산운암주공1단지 주공아파트,2420,완속01,7
768,오산운암주공1단지 주공아파트,2421,완속02,7
768,오산운암주공1단지 주공아파트,2422,완속03,7
768,오산운암주공1단지 주공아파트,2423,완속04,7
768,오산운암주공1단지 주공아파트,2424,완속05,7
769,이안여주강변아파트,2425,급속01,50
769,이안여주강변아파트,2426,완속01,7
769,이안여주강변아파트,2427,완속02,7
769,이안여주강변아파트,2428,완속03,7
77,마산어시장고객지원센터,214,급속01,50
77,마산어시장고객지원센터,215,완속01,7
77,마산어시장고객지원센터,216,완속02,7
77,마산어시장고객지원센터,217,완속03,7
77,마산어시장고객지원센터,218,완속04,7
770,금강에스쁘아아파트,10300,완속02,7
770,금강에스쁘아아파트,10301,완속03,7
770,금강에스쁘아아파트,2429,완속01,7
771,봉담동일하이빌아파트,2430,급속01,50
771,봉담동일하이빌아파트,2431,완속01,7
771,봉담동일하이빌아파트,2432,완속02,7
771,봉담동일하이빌아파트,2433,완속03,7
772,서해그랑블아파트,2434,급속01,50
772,서해그랑블아파트,2435,완속01,7
772,서해그랑블아파트,2436,완속02,7
773,신동탄SK뷰파크,2437,급속01,50
773,신동탄SK뷰파크,2438,급속02,50
773,신동탄SK뷰파크,2439,완속01,7
773,신동탄SK뷰파크,2440,완속02,7
773,신동탄SK뷰파크,2441,완속03,7
773,신동탄SK뷰파크,2442,완속04,7
773,신동탄SK뷰파크,2443,완속05,7
774,화성동탄상록예가,2444,급속01,50
774,화성동탄상록예가,2445,완속01,7
775,대주피오레1단지,2446,급속01,50
775,대주피오레1단지,2447,완속01,7
775,대주피오레1단지,2448,완속02,7
775,대주피오레1단지,2449,완속03,7
776,동백금호어울림타운하우스 2단지,2450,완속01,7
777,동백금호어울림타운하우스,2451,완속01,7
778,동백하우스토리,2452,완속01,7
778,동백하우스토리,2453,완속02,7
779,동아솔레시티아파트,2454,급속01,50
779,동아솔레시티아파트,2456,완속01,7
779,동아솔레시티아파트,2457,완속02,7
779,동아솔레시티아파트,2458,완속03,7
78,한전마산지사,1131,완속05,7
78,한전마산지사,219,급속01,50
78,한전마산지사,220,완속01,7
78,한전마산지사,221,완속02,7
78,한전마산지사,222,완속03,7
78,한전마산지사,223,완속04,7
78,한전마산지사,8080,완속06,7
780,래미안 수지 이스트파크,2459,급속01,50
780,래미안 수지 이스트파크,2460,완속01,7
780,래미안 수지 이스트파크,2461,완속02,7
780,래미안 수지 이스트파크,2462,완속03,7
781,래미안이스트팰리스3단지아파트,2463,급속01,50
781,래미안이스트팰리스3단지아파트,2464,완속01,7
782,신동아파밀리에,2465,급속01,50
782,신동아파밀리에,2466,완속01,7
782,신동아파밀리에,2467,완속02,7
783,써니밸리아파트,2468,급속01,50
783,써니밸리아파트,2469,완속01,7
784,현대홈타운4차4단지,2470,급속01,50
785,"면목두산4,5단지 아파트",2471,급속01,50
785,"면목두산4,5단지 아파트",2472,완속01,7
785,"면목두산4,5단지 아파트",2473,완속02,7
786,브라운스톤태릉 아파트,2474,급속01,50
787,브라운스톤휘경,2475,급속01,50
788,장안힐스테이트 아파트,2476,급속01,50
788,장안힐스테이트 아파트,2477,완속01,7
788,장안힐스테이트 아파트,2478,완속02,7
789,중랑숲리가 아파트,2479,급속01,50
789,중랑숲리가 아파트,2480,완속01,7
789,중랑숲리가 아파트,2481,완속02,7
79,사천지사,1376,급속01,50
79,사천지사,224,완속01,7
790,중랑해모로 아파트,2482,완속01,7
790,중랑해모로 아파트,2483,완속02,7
791,금호자이1차,2484,급속01,50
791,금호자이1차,2485,완속01,7
791,금호자이1차,2486,완속02,7
792,리버그린동아 아파트,2487,급속01,50
792,리버그린동아 아파트,2488,완속01,7
792,리버그린동아 아파트,2489,완속02,7
793,서울숲푸르지오 아파트,2490,급속01,50
794,자양금강KCC 아파트,2491,완속01,7
794,자양금강KCC 아파트,2492,완속02,7
795,행당한진타운,2493,급속01,50
795,행당한진타운,2494,급속02,50
795,행당한진타운,2495,완속01,7
795,행당한진타운,2496,완속02,7
796,공릉2단지라이프 아파트,2497,급속01,50
797,공릉동현대성우 아파트,2498,완속01,7
797,공릉동현대성우 아파트,2499,완속02,7
798,동신 아파트,2500,급속01,50
798,동신 아파트,2501,완속01,7
8,(고속도로)이천휴게소 하남방향,11,급속01,50
80,의령지사,1151,완속02,7
80,의령지사,225,완속01,7
800,롯데우성 아파트,2505,급속01,50
