충전소ID,충전소명,충전기ID,충전기명,충전기용량(kw)
1232,파주힐스테이트2차,3702,완속01,7
1232,파주힐스테이트2차,3703,완속02,7
1233,동양라파크 아파트,3704,완속01,7
1233,동양라파크 아파트,6134,완속02,7
1234,산들5단지동문 아파트,3705,급속01,50
1234,산들5단지동문 아파트,3706,완속01,7
1234,산들5단지동문 아파트,3707,완속02,7
1234,산들5단지동문 아파트,3708,완속03,7
1235,서정마을6단지 아파트,3709,완속01,7
1236,서정마을휴먼시아7단지아파트,3710,급속01,50
1236,서정마을휴먼시아7단지아파트,3711,완속01,7
1236,서정마을휴먼시아7단지아파트,3712,완속02,7
1237,성저마을4단지삼익 아파트,3713,급속01,50
1237,성저마을4단지삼익 아파트,3714,완속01,7
1237,성저마을4단지삼익 아파트,3715,완속02,7
1239,위시티블루밍5단지,3721,급속01,50
1239,위시티블루밍5단지,3722,완속01,7
1239,위시티블루밍5단지,3723,완속02,7
1239,위시티블루밍5단지,3724,완속03,7
124,영암지사,1002,완속03,7
124,영암지사,280,급속01,50
124,영암지사,281,완속01,7
124,영암지사,282,완속02,7
1240,일산3차현대홈타운,3725,급속01,50
1240,일산3차현대홈타운,3726,완속01,7
1240,일산3차현대홈타운,3727,완속02,7
1241,일산임광진흥 아파트,3728,급속01,50
1241,일산임광진흥 아파트,3729,완속01,7
1241,일산임광진흥 아파트,3730,완속02,7
1241,일산임광진흥 아파트,3731,완속03,7
1242,일산탄현신원1차 아파트,3732,완속01,7
1242,일산탄현신원1차 아파트,3733,완속02,7
1243,일산탄현신원2차 아파트,3734,완속01,7
1243,일산탄현신원2차 아파트,3735,완속02,7
1245,주교벽산 아파트,3743,완속01,7
1246,중산마을1단지두산 아파트,3744,급속01,50
1246,중산마을1단지두산 아파트,7765,완속01,7
1246,중산마을1단지두산 아파트,7766,완속02,7
1246,중산마을1단지두산 아파트,7767,완속03,7
1247,탄현동성 아파트,3748,급속01,50
1247,탄현동성 아파트,3749,완속01,7
1248,탄현마을6단지현대한신 아파트,3750,급속01,50
1248,탄현마을6단지현대한신 아파트,3751,완속01,7
1248,탄현마을6단지현대한신 아파트,3752,완속02,7
125,장성지사(공용),283,급속01,50
125,장성지사(공용),284,완속01,7
1250,화성그린빌 아파트,3755,완속01,7
1251,후곡14단지청구 아파트,3756,급속01,50
1251,후곡14단지청구 아파트,3757,완속01,7
1251,후곡14단지청구 아파트,3758,완속02,7
1252,후곡18단지현대 아파트,3759,급속01,50
1252,후곡18단지현대 아파트,3760,완속01,7
1252,후곡18단지현대 아파트,3761,완속02,7
1252,후곡18단지현대 아파트,3762,완속03,7
1253,후곡9단지LG롯데 아파트,3763,급속01,50
1253,후곡9단지LG롯데 아파트,3764,완속01,7
1254,덕소건영 아파트,3765,급속01,50
1254,덕소건영 아파트,3766,완속01,7
1254,덕소건영 아파트,3767,완속02,7
1254,덕소건영 아파트,3768,완속03,7
1255,덕소두산위브 아파트,3769,급속01,50
1255,덕소두산위브 아파트,3770,완속01,7
1255,덕소두산위브 아파트,3771,완속02,7
1255,덕소두산위브 아파트,3772,완속03,7
1255,덕소두산위브 아파트,3773,완속04,7
1256,덕소아이파크 아파트,3774,급속01,50
1256,덕소아이파크 아파트,3775,완속01,7
1257,마석역신도브래뉴 아파트,3776,급속01,50
1257,마석역신도브래뉴 아파트,3777,완속01,7
1257,마석역신도브래뉴 아파트,3778,완속02,7
1258,부영그린타운3단지,3779,급속01,50
1258,부영그린타운3단지,3780,완속01,7
1258,부영그린타운3단지,3781,완속02,7
1258,부영그린타운3단지,3782,완속03,7
1258,부영그린타운3단지,3783,완속04,7
1259,평내상록데시앙 아파트,3784,급속01,50
1259,평내상록데시앙 아파트,3785,완속01,7
1259,평내상록데시앙 아파트,3786,완속02,7
126,진도지사,1010,급속01,50
126,진도지사,1011,완속02,7
126,진도지사,1012,완속03,7
126,진도지사,286,완속01,7
1260,화도효성해링턴플레이스,3787,급속01,50
1260,화도효성해링턴플레이스,3788,완속01,7
1261,힐스테이트황금산,3789,급속01,50
1261,힐스테이트황금산,3790,완속01,7
1261,힐스테이트황금산,3791,완속02,7
1261,힐스테이트황금산,3792,완속03,7
1262,거여1단지 아파트,3793,급속01,50
1262,거여1단지 아파트,3794,완속01,7
1262,거여1단지 아파트,3795,완속02,7
1262,거여1단지 아파트,3796,완속03,7
1262,거여1단지 아파트,3797,완속04,7
1263,거여4단지 아파트,3798,급속01,50
1263,거여4단지 아파트,3799,완속01,7
1263,거여4단지 아파트,3800,완속02,7
1263,거여4단지 아파트,3801,완속03,7
1264,거여5단지 아파트,3802,급속01,50
1264,거여5단지 아파트,3803,완속01,7
1264,거여5단지 아파트,3804,완속02,7
1264,거여5단지 아파트,3805,완속03,7
1265,성내삼성 아파트,3806,급속01,50
1265,성내삼성 아파트,3807,완속01,7
1265,성내삼성 아파트,3808,완속02,7
1265,성내삼성 아파트,3809,완속03,7
1265,성내삼성 아파트,3810,완속04,7
1266,송파와이즈더샵,3811,완속01,7
1266,송파와이즈더샵,3812,완속02,7
1267,잠실한양3차 아파트,3813,완속01,7
1268,풍납쌍용,3814,급속01,50
1268,풍납쌍용,3815,완속01,7
1268,풍납쌍용,3816,완속02,7
1269,마곡엠밸리6단지,3817,급속01,50
1269,마곡엠밸리6단지,3818,완속01,7
1269,마곡엠밸리6단지,3819,완속02,7
1269,마곡엠밸리6단지,3820,완속03,7
1269,마곡엠밸리6단지,3821,완속04,7
127,함평지사(공용),287,급속01,50
127,함평지사(공용),289,완속02,7
1270,관악동부센트레빌 아파트,3822,급속01,50
1270,관악동부센트레빌 아파트,3823,완속01,7
1271,대방성원 아파트,3824,급속01,50
1271,대방성원 아파트,3825,완속01,7
1271,대방성원 아파트,3826,완속02,7
1272,대우신림2차푸르지오,3827,급속01,50
1273,동작상떼빌 아파트,3828,급속01,50
1273,동작상떼빌 아파트,3829,완속01,7
1273,동작상떼빌 아파트,3830,완속02,7
1273,동작상떼빌 아파트,3831,완속03,7
1274,상도파크자이,3832,급속01,50
1274,상도파크자이,3833,완속01,7
1275,신림동부센트레빌,3834,완속01,7
1275,신림동부센트레빌,3835,완속02,7
1276,신림쌍용 아파트,3836,급속01,50
1276,신림쌍용 아파트,3837,완속01,7
1276,신림쌍용 아파트,3838,완속02,7
1277,흑석한강센트레빌,3839,급속01,50
1277,흑석한강센트레빌,3840,완속01,7
1277,흑석한강센트레빌,3841,완속02,7
1277,흑석한강센트레빌,3842,완속03,7
1278,반포리체 아파트,3843,급속01,50
1278,반포리체 아파트,3844,완속01,7
1278,반포리체 아파트,3845,완속02,7
1278,반포리체 아파트,3846,완속03,7
1278,반포리체 아파트,3847,완속04,7
1279,아크로리버파크,3848,완속01,7
128,해남지사(공용),290,급속01,50
128,해남지사(공용),994,급속02,50
128,해남지사(공용),997,완속06,7
128,해남지사(공용),998,완속07,7
1280,개봉영화 아파트,3850,급속01,50
1280,개봉영화 아파트,3851,완속01,7
1281,경남1차 아파트,3852,완속01,7
1281,경남1차 아파트,3853,완속02,7
1282,천왕이펜하우스2단지,3854,급속01,50
1282,천왕이펜하우스2단지,3855,완속01,7
1282,천왕이펜하우스2단지,3856,완속02,7
1282,천왕이펜하우스2단지,3857,완속03,7
1283,천왕이펜하우스5단지,3858,급속01,50
1283,천왕이펜하우스5단지,3859,완속01,7
1283,천왕이펜하우스5단지,3860,완속02,7
1283,천왕이펜하우스5단지,3861,완속03,7
1284,개나리래미안 아파트,3862,급속01,50
1284,개나리래미안 아파트,3863,완속01,7
1284,개나리래미안 아파트,3864,완속02,7
1285,삼성파크 아파트,3865,완속01,7
1285,삼성파크 아파트,3866,완속02,7
1286,세곡리엔파크3단지,3867,급속01,50
1286,세곡리엔파크3단지,3868,완속01,7
1287,청담래미안로이뷰,3869,완속01,7
1288,도촌5단지,3870,급속01,50
1288,도촌5단지,3871,완속01,7
1288,도촌5단지,3872,완속02,7
1289,백현마을2단지아파트,3873,급속01,50
1289,백현마을2단지아파트,3874,완속01,7
1289,백현마을2단지아파트,3875,완속02,7
1289,백현마을2단지아파트,3876,완속03,7
129,화순지사(공용),10038,급속02,50
129,화순지사(공용),294,급속01,50
129,화순지사(공용),295,완속01,7
1290,성남 도촌섬마을1단지,3877,급속01,50
1290,성남 도촌섬마을1단지,3878,완속01,7
1290,성남 도촌섬마을1단지,3879,완속02,7
1290,성남 도촌섬마을1단지,3880,완속03,7
1291,위례자이아파트,3881,급속01,50
1291,위례자이아파트,3882,완속01,7
1291,위례자이아파트,3883,완속02,7
1291,위례자이아파트,3884,완속03,7
1292,위례호반베르디움,3885,급속01,50
1292,위례호반베르디움,3886,완속01,7
1292,위례호반베르디움,3887,완속02,7
1292,위례호반베르디움,3888,완속03,7
1292,위례호반베르디움,3889,완속04,7
1293,덕풍쌍용아파트,3890,급속01,50
1293,덕풍쌍용아파트,3891,완속01,7
1293,덕풍쌍용아파트,3892,완속02,7
1294,미사강변센트리버,3893,급속01,50
1294,미사강변센트리버,3894,완속01,7
1294,미사강변센트리버,3895,완속02,7
1294,미사강변센트리버,3896,완속03,7
1294,미사강변센트리버,3897,완속04,7
1295,하남라인아파트,3898,급속01,50
1296,하남 미사강변9단지아파트,3899,급속01,50
1296,하남 미사강변9단지아파트,3900,완속01,7
1296,하남 미사강변9단지아파트,3901,완속02,7
1296,하남 미사강변9단지아파트,3902,완속03,7
1297,신촌휴먼시아1단지아파트,3903,급속01,50
1297,신촌휴먼시아1단지아파트,3904,완속01,7
1297,신촌휴먼시아1단지아파트,3905,완속02,7
1297,신촌휴먼시아1단지아파트,3906,완속03,7
1298,광교레이크파크수자,3907,급속01,50
1298,광교레이크파크수자,3908,완속01,7
1298,광교레이크파크수자,3909,완속02,7
1299,광교오드카운티아파트,3910,급속01,50
1299,광교오드카운티아파트,3911,완속01,7
1299,광교오드카운티아파트,3912,완속02,7
1299,광교오드카운티아파트,3913,완속03,7
13,마포용산지사,324,급속01,50
13,마포용산지사,325,완속03,7
13,마포용산지사,326,완속04,7
13,마포용산지사,327,완속05,7
13,마포용산지사,45,완속01,7
13,마포용산지사,46,완속02,7
13,마포용산지사,9809,급속02,50
130,김제지사(공용),492,급속01,50
130,김제지사(공용),493,완속02,7
130,김제지사(공용),948,완속03,7
130,김제지사(공용),949,완속04,7
130,김제지사(공용),950,완속05,7
1300,광교자연앤자이2단지,3914,급속01,50
1300,광교자연앤자이2단지,3915,완속01,7
1300,광교자연앤자이2단지,3916,완속02,7
1300,광교자연앤자이2단지,3917,완속03,7
1301,광교호수마을 참누리레이크,3918,급속01,50
1301,광교호수마을 참누리레이크,3919,완속01,7
1301,광교호수마을 참누리레이크,3920,완속02,7
1301,광교호수마을 참누리레이크,3921,완속03,7
1301,광교호수마을 참누리레이크,3922,완속04,7
1303,매탄성일아파트,3924,급속01,50
1303,매탄성일아파트,3925,완속01,7
1303,매탄성일아파트,3926,완속02,7
1304,살구골동아서광성지진덕아파트,3927,급속01,50
1304,살구골동아서광성지진덕아파트,3928,완속01,7
1305,수원장안STX KAN아파트,3929,급속01,50
1305,수원장안STX KAN아파트,3930,완속01,7
1306,우남퍼스트빌,3931,급속01,50
1306,우남퍼스트빌,3932,완속01,7
1306,우남퍼스트빌,3933,완속02,7
1307,정자벽산블루밍아파트,3934,급속01,50
1307,정자벽산블루밍아파트,3935,완속01,7
1307,정자벽산블루밍아파트,3936,완속02,7
1308,모아미래도2단지아파트,3937,급속01,50
1308,모아미래도2단지아파트,3938,완속01,7
1308,모아미래도2단지아파트,3939,완속02,7
1309,영화블렌하임아파트,3940,급속01,50
1309,영화블렌하임아파트,3941,완속01,7
1309,영화블렌하임아파트,3942,완속02,7
1309,영화블렌하임아파트,3943,완속03,7
131,익산지사01,498,완속02,7
131,익산지사01,941,급속02,50
131,익산지사01,942,완속03,7
131,익산지사01,943,완속04,7
131,익산지사01,944,완속05,7
131,익산지사01,945,완속06,7
1311,청북풍림아이원,3946,완속01,7
1311,청북풍림아이원,3947,완속02,7
1312,평택더샵 포스코,3948,급속01,50
1312,평택더샵 포스코,3949,완속01,7
1312,평택더샵 포스코,3950,완속02,7
1312,평택더샵 포스코,3951,완속03,7
1313,평택롯데캐슬아파트,3952,급속01,50
1313,평택롯데캐슬아파트,3953,완속01,7
1313,평택롯데캐슬아파트,3954,완속02,7
1313,평택롯데캐슬아파트,3955,완속03,7
1314,그린빌7단지,3956,급속01,50
1315,네오빌6단지아파트,3957,급속01,50
1315,네오빌6단지아파트,3958,완속01,7
1315,네오빌6단지아파트,3959,완속02,7
1315,네오빌6단지아파트,3960,완속03,7
1316,보네르빌리지,3961,급속01,50
1317,꿈마을우성아파트,3962,완속01,7
1317,꿈마을우성아파트,3963,완속02,7
1318,명지캐럿162,3964,완속01,7
1318,명지캐럿162,3965,완속02,7
132,전북직할(공용),300,급속01,50
132,전북직할(공용),506,급속02,50
132,전북직할(공용),938,완속07,7
132,전북직할(공용),939,완속08,7
132,전북직할(공용),940,완속09,7
1320,석수대림아파트,3968,급속01,50
1320,석수대림아파트,3969,완속01,7
1320,석수대림아파트,3970,완속02,7
1320,석수대림아파트,3971,완속03,7
1320,석수대림아파트,3972,완속04,7
1320,석수대림아파트,3973,완속05,7
1322,석수아이파크,3978,급속01,50
1322,석수아이파크,3979,완속01,7
1322,석수아이파크,3980,완속02,7
1322,석수아이파크,3981,완속03,7
1322,석수아이파크,3982,완속04,7
1323,안양경남아너스빌아파트,3983,완속01,7
1323,안양경남아너스빌아파트,3984,완속02,7
1324,인덕원대림2차아파트,3985,급속01,50
1325,초원대원아파트,3986,급속01,50
1325,초원대원아파트,3987,완속01,7
1325,초원대원아파트,3988,완속02,7
1326,행정타운늘푸른오스카빌아파트,3989,급속01,50
1326,행정타운늘푸른오스카빌아파트,3990,완속01,7
1326,행정타운늘푸른오스카빌아파트,3991,완속02,7
1327,행정타운늘푸른오스카빌아파트2단지,3992,완속01,7
1327,행정타운늘푸른오스카빌아파트2단지,3993,완속02,7
1328,행정타운늘푸른오스카빌아파트3단지,3994,완속01,7
1328,행정타운늘푸른오스카빌아파트3단지,3995,완속02,7
1329,동탄2모아미래도아파트입주자대표회의,3996,급속01,50
1329,동탄2모아미래도아파트입주자대표회의,3997,완속01,7
1329,동탄2모아미래도아파트입주자대표회의,3998,완속02,7
133,서귀포지사,1163,완속05,7
133,서귀포지사,1164,완속06,7
133,서귀포지사,1165,완속07,7
133,서귀포지사,303,급속01,50
133,서귀포지사,304,완속01,7
133,서귀포지사,594,완속02,7
133,서귀포지사,595,완속03,7
133,서귀포지사,596,완속04,7
133,서귀포지사,8819,급속02,50
133,서귀포지사,8820,급속03,50
1330,반도유보라2차,3999,급속01,50
1330,반도유보라2차,4000,완속01,7
1330,반도유보라2차,4001,완속02,7
1330,반도유보라2차,4002,완속03,7
1331,신안인스빌리베라2차아파트,4003,급속01,50
1331,신안인스빌리베라2차아파트,4004,완속01,7
1331,신안인스빌리베라2차아파트,4005,완속02,7
1331,신안인스빌리베라2차아파트,4006,완속03,7
1332,여주호반리젠시빌,4007,급속01,50
1332,여주호반리젠시빌,4008,완속01,7
1333,e편한세상광주역3단지,4009,급속01,50
1333,e편한세상광주역3단지,4010,완속01,7
1334,쌍령2차현대모닝사이드,4012,급속01,50
1334,쌍령2차현대모닝사이드,4013,완속01,7
